chapter_2	-PRON- stand on a sharp bleak corner where that tempestuous wind euroclydon keep up a bad howl than ever -PRON- do about poor paul 's toss craft
chapter_2	euroclydon nevertheless be a mighty pleasant zephyr to any one in door with -PRON- foot on the hob quietly toast for bed
chapter_2	in judging of that tempestuous wind call euroclydon say an old writer of whose work -PRON- possess the only copy
chapter_2	"extant--""it maketh a marvellous difference whether thou lookest out at -PRON- from a glass window where the frost be all on the outside or whether thou observ -PRON- from that sashless window where the frost be on both side and of which the wight death be the only glazier"
chapter_2	yes these eye be window and this body of mine be the house
chapter_2	the universe be finish the copestone be on and the chip be cart off a million year ago
chapter_2	euroclydon say old dives in -PRON- red silken wrapper--(he have a red one afterwards
chapter_2	pooh pooh
chapter_2	what a fine frosty night how orion glitter what northern light
chapter_2	but what think lazarus
chapter_2	can -PRON- warm -PRON- blue hand by hold -PRON- up to the grand northern light
chapter_2	would not lazarus rather be in sumatra than here
chapter_2	would -PRON- not far rather lie -PRON- down lengthwise along the line of the equator yea ye god
chapter_2	now that lazarus should lie strand there on the curbstone before the door of dives this be more wonderful than that an iceberg should be moor to one of the moluccas
chapter_2	yet dive -PRON- -PRON- too live like a czar in an ice palace make of frozen sigh and be a president of a temperance society -PRON- only drink the tepid tear of orphan
chapter_2	but no more of this blubber now -PRON- be go a whaling and there be plenty of that yet to come
chapter_3	the spouter inn enter that gable end spouter inn -PRON- find -PRON- in a wide low straggle entry with old fashioned wainscot remind one of the bulwark of some condemn old craft
chapter_3	such unaccountable mass of shade and shadow that at first -PRON- almost think some ambitious young artist in the time of the new england hag have endeavor to delineate chaos bewitch
chapter_3	but by dint of much and earnest contemplation and oft repeat pondering and especially by throw open the little window towards the back of the entry -PRON- at last come to the conclusion that such an idea however wild may not be altogether unwarranted
chapter_3	yet be there a sort of indefinite half attain unimaginable sublimity about -PRON- that fairly freeze -PRON- to -PRON- till -PRON- involuntarily take an oath with -PRON- to find out what that marvellous painting mean
chapter_3	ever and anon a bright but alas deceptive idea would dart -PRON- through
chapter_3	-PRON- be the black sea in a midnight gale
chapter_3	-PRON- be the unnatural combat of the four primal element
chapter_3	-PRON- be a blast heath
chapter_3	-PRON- be a hyperborean winter scene
chapter_3	but at last all these fancy yield to that one portentous something in the picture 's midst
chapter_3	that once find out and all the rest be plain
chapter_3	even the great leviathan -PRON-
chapter_3	in fact the artist 's design seem this a final theory of -PRON- own partly base upon the aggregate opinion of many aged person with whom -PRON- converse upon the subject
chapter_3	the picture represent a cape horner in a great hurricane the half founder ship welter there with -PRON- three dismantle mast alone visible and an exasperated whale purpose to spring clean over the craft be in the enormous act of impale -PRON- upon the three mast head
chapter_3	the opposite wall of this entry be hang all over with a heathenish array of monstrous club and spear
chapter_3	some be thickly set with glitter tooth resemble ivory saw other be tuft with knot of human hair and one be sickle shape with a vast handle sweeping round like the segment make in the new mow grass by a long armed mower
chapter_3	-PRON- shudder as -PRON- gaze and wonder what monstrous cannibal and savage could ever have go a death harvesting with such a hacking horrifying implement
chapter_3	mix with these be rusty old whaling lance and harpoon all break and deform
chapter_3	with this once long lance now wildly elbow fifty year ago do nathan swain kill fifteen whale between a sunrise and a sunset
chapter_3	and that harpoon so like a corkscrew now be flung in javan sea and run away with by a whale year afterwards slay off the cape of blanco
chapter_3	the original iron enter nigh the tail and like a restless needle sojourning in the body of a man travel full forty foot and at last be find imbed in the hump
chapter_3	crossing this dusky entry and on through yon low arched way cut through what in old time must have be a great central chimney with fireplace all round -PRON- enter the public room
chapter_3	a still dusky place be this with such low ponderous beam above and such old wrinkled plank beneath that -PRON- would almost fancy -PRON- tread some old craft 's cockpit especially of such a howling night when this corner anchor old ark rock so furiously
chapter_3	on one side stand a long low shelf like table cover with crack glass case fill with dusty rarity gather from this wide world 's remote nook
chapter_3	be that how -PRON- may there stand the vast arched bone of the whale 's jaw so wide a coach may almost drive beneath -PRON-
chapter_3	within be shabby shelf range round with old decanter bottle flask and in those jaw of swift destruction like another curse jonah by which name indeed -PRON- call -PRON- bustle a little withered old man who for -PRON- money dearly sell the sailor delirium and death
chapter_3	though true cylinder without within the villanous green goggle glass deceitfully taper downwards to a cheating bottom
chapter_3	parallel meridian rudely peck into the glass surround these footpad goblet
chapter_3	fill to this mark and -PRON- charge be but a penny to this a penny more and so on to the full glass the cape horn measure which -PRON- may gulp down for a shilling
chapter_3	upon enter the place -PRON- find a number of young seaman gather about a table examine by a dim light diver specimen of skrimshander
chapter_3	-PRON- seek the landlord and tell -PRON- -PRON- desire to be accommodate with a room receive for answer that -PRON- house be full not a bed unoccupied
chapter_3	but avast -PRON- add tap -PRON- forehead -PRON- haint no objection to share a harpooneer 's blanket have ye
chapter_3	-PRON- s'pose -PRON- be go a whalin so -PRON- would better get use to that sort of thing
chapter_3	-PRON- tell -PRON- that -PRON- never like to sleep two in a bed that if -PRON- should ever do so -PRON- would depend upon who the harpooneer may be and that if -PRON- the landlord really have no other place for -PRON- and the harpooneer be not decidedly objectionable why rather than wander further about a strange town on so bitter a night -PRON- would put up with the half of any decent man 's blanket
chapter_3	-PRON- think so
chapter_3	all right take a seat
chapter_3	supper -PRON- want supper
chapter_3	supper'll be ready directly
chapter_3	
chapter_3	-PRON- sit down on an old wooden settle carve all over like a bench on the battery
chapter_3	-PRON- be try -PRON- hand at a ship under full sail but -PRON- do not make much headway -PRON- think
chapter_3	at last some four or five of -PRON- be summon to -PRON- meal in an adjoining room
chapter_3	-PRON- be cold as iceland no fire at all the landlord say -PRON- could not afford -PRON-
chapter_3	nothing but two dismal tallow candle each in a winding sheet
chapter_3	but the fare be of the most substantial kind not only meat and potato but dumpling good heaven
chapter_3	dumpling for supper
chapter_3	one young fellow in a green box coat address -PRON- to these dumpling in a most direful manner
chapter_3	-PRON- boy say the landlord -PRON- will have the nightmare to a dead sartainty
chapter_3	
chapter_3	landlord -PRON- whisper that be not the harpooneer be -PRON-
chapter_3	oh no say -PRON- look a sort of diabolically funny the harpooneer be a dark complexioned chap
chapter_3	-PRON- never eat dumpling -PRON- don't -PRON- eat nothing but steak and -PRON- like -PRON- rare
chapter_3	
chapter_3	the devil -PRON- do say i. where be that harpooneer
chapter_3	be -PRON- here
chapter_3	start up the landlord cry that be the grampus 's crew
chapter_3	-PRON- seed -PRON- report in the offing this morning a three year voyage and a full ship
chapter_3	hurrah boy now -PRON- will have the late news from the feegees
chapter_3	a tramping of sea boot be hear in the entry the door be fling open and in roll a wild set of mariner enough
chapter_3	envelop in -PRON- shaggy watch coat and with -PRON- head muffle in woollen comforter all bedarn and ragged and -PRON- beard stiff with icicle -PRON- seem an eruption of bear from labrador
chapter_3	one complain of a bad cold in -PRON- head upon which jonah mix -PRON- a pitch like potion of gin and molass which -PRON- swear be a sovereign cure for all cold and catarrh whatsoever never mind of how long standing or whether catch off the coast of labrador or on the weather side of an ice island
chapter_3	-PRON- observe however that one of -PRON- hold somewhat aloof and though -PRON- seem desirous not to spoil the hilarity of -PRON- shipmate by -PRON- own sober face yet upon the whole -PRON- refrain from make as much noise as the rest
chapter_3	-PRON- stand full six foot in height with noble shoulder and a chest like a coffer dam
chapter_3	-PRON- face be deeply brown and burn make -PRON- white tooth dazzle by the contrast while in the deep shadow of -PRON- eye float some reminiscence that do not seem to give -PRON- much joy
chapter_3	-PRON- voice at once announce that -PRON- be a southerner and from -PRON- fine stature -PRON- think -PRON- must be one of those tall mountaineer from the alleghanian ridge in virginia
chapter_3	when the revelry of -PRON- companion have mount to -PRON- height this man slip away unobserved and -PRON- see no more of -PRON- till -PRON- become -PRON- comrade on the sea
chapter_3	in a few minute however -PRON- be miss by -PRON- shipmate and be -PRON- seem for some reason a huge favourite with -PRON- -PRON- raise a cry of bulkington bulkington where be bulkington and dart out of the house in pursuit of -PRON-
chapter_3	no man prefer to sleep two in a bed
chapter_3	in fact -PRON- would a good deal rather not sleep with -PRON- own brother
chapter_3	and when -PRON- come to sleep with an unknown stranger in a strange inn in a strange town and that strange a harpooneer then -PRON- objection indefinitely multiply
chapter_3	nor be there any earthly reason why -PRON- as a sailor should sleep two in a bed more than anybody else for sailor no more sleep two in a bed at sea than bachelor king do ashore
chapter_3	to be sure -PRON- all sleep together in one apartment but -PRON- have -PRON- own hammock and cover -PRON- with -PRON- own blanket and sleep in -PRON- own skin
chapter_3	-PRON- be fair to presume that be a harpooneer -PRON- linen or woollen as the case may be would not be of the tidy certainly none of the fine
chapter_3	-PRON- begin to twitch all over
chapter_3	besides -PRON- be get late and -PRON- decent harpooneer ought to be home and go bedward
chapter_3	suppose now -PRON- should tumble in upon -PRON- at midnight how could -PRON- tell from what vile hole -PRON- have be come
chapter_3	landlord
chapter_3	-PRON- have change -PRON- mind about that harpooneer
chapter_3	-PRON- will try the bench here
chapter_3	
chapter_3	just as -PRON- please -PRON- be sorry -PRON- can not spare ye a tablecloth for a mattress and -PRON- be a plaguy rough board here feeling of the knot and notch
chapter_3	but wait a bit skrimshander -PRON- have get a carpenter 's plane there in the bar
chapter_3	so say -PRON- procure the plane and with -PRON- old silk handkerchief first dust the bench vigorously set to plan away at -PRON- bed the while grin like an ape
chapter_3	-PRON- now take the measure of the bench and find that -PRON- be a foot too short but that could be mend with a chair
chapter_3	so there be no yoke -PRON-
chapter_3	but -PRON- soon find that there come such a draught of cold air over -PRON- from under the sill of the window that this plan would never do at all especially as another current from the rickety door meet the one from the window and both together form a series of small whirlwind in the immediate vicinity of the spot where -PRON- have think to spend the night
chapter_3	-PRON- seem no bad idea but upon second thought -PRON- dismiss -PRON-
chapter_3	for who could tell but what the next morning so soon as -PRON- pop out of the room the harpooneer may be stand in the entry all ready to knock -PRON- down
chapter_3	think
chapter_3	-PRON- will have a good look at -PRON- then and perhaps -PRON- may become jolly good bedfellow after all
chapter_3	there be no telling
chapter_3	but though the other boarder keep come in by one two and three and go to bed yet no sign of -PRON- harpooneer
chapter_3	landlord say -PRON- what sort of a chap be -PRON- do -PRON- always keep such late hour
chapter_3	-PRON- be now hard upon twelve o'clock
chapter_3	yes -PRON- be the bird what catch the worm
chapter_3	can not sell -PRON- head
chapter_3	what sort of a bamboozingly story be this -PRON- be tell -PRON-
chapter_3	get into a tower rage
chapter_3	do -PRON- pretend to say landlord that this harpooneer be actually engage this blessed saturday night or rather sunday morning in peddle -PRON- head around this town
chapter_3	that be precisely -PRON- say the landlord and -PRON- tell -PRON- -PRON- could not sell -PRON- here the market 's overstock
chapter_3	-PRON- tell -PRON- what -PRON- be landlord say -PRON- quite calmly -PRON- would better stop spin that yarn to -PRON-
chapter_3	may be not take out a stick and whittle a toothpick but -PRON- rayther guess -PRON- will be do brown if that ere harpooneer hear -PRON- a slanderin -PRON- head
chapter_3	-PRON- will break -PRON- for -PRON- say -PRON- now fly into a passion again at this unaccountable farrago of the landlord 's
chapter_3	
chapter_3	sartain and that be the very reason -PRON- can not sell -PRON- -PRON- guess
chapter_3	
chapter_3	-PRON- come to -PRON- house and want a bed -PRON- tell -PRON- -PRON- can only give -PRON- half a one that the other half belong to a certain harpooneer
chapter_3	and about this harpooneer whom -PRON- have not yet see -PRON- persist in tell -PRON- the most mystifying and exasperating story tend to beget in -PRON- an uncomfortable feeling towards the man whom -PRON- design for -PRON- bedfellow a sort of connexion landlord which be an intimate and confidential one in the high degree
chapter_3	-PRON- now demand of -PRON- to speak out and tell -PRON- who and what this harpooneer be and whether -PRON- shall be in all respect safe to spend the night with -PRON-
chapter_3	and in the first place -PRON- will be so good as to unsay that story about sell -PRON- head which if true -PRON- take to be good evidence that this harpooneer be stark mad and -PRON- have no idea of sleep with a madman and -PRON- sir you -PRON- mean landlord you sir by try to induce -PRON- to do so knowingly would thereby render -PRON- liable to a criminal prosecution
chapter_3	
chapter_3	wall say the landlord fetch a long breath that be a purty long sarmon for a chap that rip a little now and then
chapter_3	but be easy be easy this here harpooneer -PRON- have be tellin -PRON- of have just arrive from the south sea where -PRON- buy up a lot of balmed new zealand head great curio -PRON- know and -PRON- be sell all on -PRON- but one and that one -PRON- be try to sell to night because to morrow 's sunday and -PRON- would not do to be sellin human head about the street when folk be go to church
chapter_3	-PRON- want to last sunday but -PRON- stop -PRON- just as -PRON- be go out of the door with four head string on a string for all the airth like a string of inion
chapter_3	depend upon -PRON- landlord that harpooneer be a dangerous man
chapter_3	-PRON- pay reg'lar be the rejoinder
chapter_3	but come -PRON- be get dreadful late -PRON- have better be turn fluke -PRON- be a nice bed sal and -PRON- sleep in that ere bed the night -PRON- be splice
chapter_3	there 's plenty of room for two to kick about in that bed -PRON- be an almighty big bed that
chapter_3	why afore -PRON- give -PRON- up sal use to put -PRON- sam and little johnny in the foot of -PRON-
chapter_3	arter that sal say -PRON- would not do
chapter_3	come along here -PRON- will give ye a glim in a jiffy and so say -PRON- light a candle and hold -PRON- towards -PRON- offer to lead the way
chapter_3	-PRON- be sunday
chapter_3	-PRON- will not see that harpooneer to night -PRON- be come to anchor somewhere come along then
chapter_3	do come won't ye come
chapter_3	-PRON- consider the matter a moment and then up stair -PRON- go and -PRON- be usher into a small room cold as a clam and furnished sure enough with a prodigious bed almost big enough indeed for any four harpooneer to sleep abreast
chapter_3	-PRON- turn round from eye the bed but -PRON- have disappear
chapter_3	though none of the most elegant -PRON- yet stand the scrutiny tolerably well
chapter_3	-PRON- then glance round the room and besides the bedstead and centre table could see no other furniture belong to the place but a rude shelf the four wall and a papered fireboard represent a man strike a whale
chapter_3	likewise there be a parcel of outlandish bone fish hook on the shelf over the fire place and a tall harpoon stand at the head of the bed
chapter_3	but what be this on the chest
chapter_3	-PRON- take -PRON- up and hold -PRON- close to the light and feel -PRON- and smell -PRON- and try every way possible to arrive at some satisfactory conclusion concern -PRON-
chapter_3	there be a hole or slit in the middle of this mat as -PRON- see the same in south american poncho
chapter_3	but could -PRON- be possible that any sober harpooneer would get into a door mat and parade the street of any christian town in that sort of guise
chapter_3	-PRON- put -PRON- on to try -PRON- and -PRON- weigh -PRON- down like a hamper be uncommonly shaggy and thick and -PRON- think a little damp as though this mysterious harpooneer have be wear -PRON- of a rainy day
chapter_3	-PRON- go up in -PRON- to a bit of glass stick against the wall and -PRON- never see such a sight in -PRON- life
chapter_3	-PRON- tear -PRON- out of -PRON- in such a hurry that -PRON- give -PRON- a kink in the neck
chapter_3	-PRON- sit down on the side of the bed and commence think about this head peddle harpooneer and -PRON- door mat
chapter_3	after think some time on the bed side -PRON- get up and take off -PRON- monkey jacket and then stand in the middle of the room thinking
chapter_3	-PRON- then take off -PRON- coat and think a little more in -PRON- shirt sleeve
chapter_3	but begin to feel very cold now half undressed as -PRON- be and remember what the landlord say about the harpooneer be not come home at all that night -PRON- be so very late -PRON- make no more ado but jump out of -PRON- pantaloon and boot and then blow out the light tumble into bed and commend -PRON- to the care of heaven
chapter_3	whether that mattress be stuff with corn cob or broken crockery there be no telling but -PRON- roll about a good deal and could not sleep for a long time
chapter_3	at last -PRON- slide off into a light doze and have pretty nearly make a good offing towards the land of nod when -PRON- hear a heavy footfall in the passage and see a glimmer of light come into the room from under the door
chapter_3	lord save -PRON- think -PRON- that must be the harpooneer the infernal head peddler
chapter_3	but -PRON- lay perfectly still and resolve not to say a word till speak to
chapter_3	hold a light in one hand and that identical new zealand head in the other the stranger enter the room and without look towards the bed place -PRON- candle a good way off from -PRON- on the floor in one corner and then begin work away at the knotted cord of the large bag -PRON- before speak of as be in the room
chapter_3	-PRON- be all eagerness to see -PRON- face but -PRON- keep -PRON- avert for some time while employ in unlace the bag 's mouth
chapter_3	this accomplish however -PRON- turn round when good heaven
chapter_3	what a sight
chapter_3	such a face
chapter_3	-PRON- be of a dark purplish yellow colour here and there stick over with large blackish look square
chapter_3	yes -PRON- be just as -PRON- think -PRON- be a terrible bedfellow -PRON- be be in a fight get dreadfully cut and here -PRON- be just from the surgeon
chapter_3	-PRON- be stain of some sort or other
chapter_3	at first -PRON- know not what to make of this but soon an inkling of the truth occur to -PRON-
chapter_3	-PRON- remember a story of a white man a whaleman too who fall among the cannibal have be tattooed by -PRON-
chapter_3	-PRON- conclude that this harpooneer in the course of -PRON- distant voyage must have meet with a similar adventure
chapter_3	and what be -PRON- think -PRON- after all
chapter_3	-PRON- be only -PRON- outside a man can be honest in any sort of skin
chapter_3	but then what to make of -PRON- unearthly complexion that part of -PRON- -PRON- mean lie round about and completely independent of the square of tattooing
chapter_3	to be sure -PRON- may be nothing but a good coat of tropical tanning but -PRON- never hear of a hot sun 's tan a white man into a purplish yellow one
chapter_3	however -PRON- have never be in the south seas and perhaps the sun there produce these extraordinary effect upon the skin
chapter_3	now while all these idea be pass through -PRON- like lightning this harpooneer never notice -PRON- at all
chapter_3	but after some difficulty have open -PRON- bag -PRON- commence fumble in -PRON- and presently pull out a sort of tomahawk and a seal skin wallet with the hair on
chapter_3	-PRON- now take off -PRON- hat a new beaver hat when -PRON- come nigh sing out with fresh surprise
chapter_3	there be no hair on -PRON- head none to speak of at least nothing but a small scalp knot twist up on -PRON- forehead
chapter_3	-PRON- bald purplish head now look for all the world like a mildewed skull
chapter_3	have not the stranger stand between -PRON- and the door -PRON- would have bolt out of -PRON- quicker than ever -PRON- bolt a dinner
chapter_3	ignorance be the parent of fear and be completely nonplussed and confound about the stranger -PRON- confess -PRON- be now as much afraid of -PRON- as if -PRON- be the devil -PRON- who have thus break into -PRON- room at the dead of night
chapter_3	still more -PRON- very leg be mark as if a parcel of dark green frog be run up the trunk of young palm
chapter_3	-PRON- be now quite plain that -PRON- must be some abominable savage or other ship aboard of a whaleman in the south seas and so land in this christian country
chapter_3	-PRON- may take a fancy to mine heaven
chapter_3	look at that tomahawk
chapter_3	but there be no time for shudder for now the savage go about something that completely fascinate -PRON- attention and convince -PRON- that -PRON- must indeed be a heathen
chapter_3	go to -PRON- heavy grego or wrapall or dreadnaught which -PRON- have previously hang on a chair -PRON- fumble in the pocket and produce at length a curious little deform image with a hunch on -PRON- back and exactly the colour of a three day old congo baby
chapter_3	but see that -PRON- be not at all limber and that -PRON- glisten a good deal like polished ebony -PRON- conclude that -PRON- must be nothing but a wooden idol which indeed -PRON- prove to be
chapter_3	for now the savage go up to the empty fire place and remove the papered fire board set up this little hunch back image like a tenpin between the andiron
chapter_3	the chimney jamb and all the brick inside be very sooty so that -PRON- think this fire place make a very appropriate little shrine or chapel for -PRON- congo idol
chapter_3	-PRON- now screw -PRON- eye hard towards the half hide image feeling but ill at ease meantime to see what be next to follow
chapter_3	presently after many hasty snatch into the fire and still hasty withdrawal of -PRON- finger whereby -PRON- seem to be scorch -PRON- badly -PRON- at last succeed in draw out the biscuit then blow off the heat and ash a little -PRON- make a polite offer of -PRON- to the little negro
chapter_3	at last extinguish the fire -PRON- take the idol up very unceremoniously and bag -PRON- again in -PRON- grego pocket as carelessly as if -PRON- be a sportsman bag a dead woodcock
chapter_3	all these queer proceeding increase -PRON- uncomfortableness and see -PRON- now exhibit strong symptom of conclude -PRON- business operation and jump into bed with -PRON- -PRON- think -PRON- be high time now or never before the light be put out to break the spell in which -PRON- have so long be bind
chapter_3	but the interval -PRON- spend in deliberate what to say be a fatal one
chapter_3	take up -PRON- tomahawk from the table -PRON- examine the head of -PRON- for an instant and then hold -PRON- to the light with -PRON- mouth at the handle -PRON- puff out great cloud of tobacco smoke
chapter_3	-PRON- sing out -PRON- could not help -PRON- now and give a sudden grunt of astonishment -PRON- begin feel -PRON-
chapter_3	stammer out something -PRON- know not what -PRON- roll away from -PRON- against the wall and then conjure -PRON- whoever or whatev -PRON- may be to keep quiet and let -PRON- get up and light the lamp again
chapter_3	but -PRON- guttural response satisfy -PRON- at once that -PRON- but ill comprehend -PRON- meaning
chapter_3	who e debel -PRON-
chapter_3	and so say the light tomahawk begin flourish about -PRON- in the dark
chapter_3	landlord for god 's sake peter coffin shout i. landlord
chapter_3	coffin
chapter_3	angels save -PRON-
chapter_3	
chapter_3	dam -PRON- -PRON- kill e again growl the cannibal while -PRON- horrid flourishing of the tomahawk scatter the hot tobacco ash about -PRON- till -PRON- think -PRON- linen would get on fire
chapter_3	do not be afraid now say -PRON- grin again queequeg here would not harm a hair of -PRON- head
chapter_3	-PRON- think ye know'd
chapter_3	-PRON-
chapter_3	-PRON- sabbee
chapter_3	-PRON- this man sleepe -PRON- -PRON- sabbee
chapter_3	
chapter_3	-PRON- sabbee plenty
chapter_3	-PRON- gettee in -PRON- add motion to -PRON- with -PRON- tomahawk and throw the clothe to one side
chapter_3	-PRON- really do this in not only a civil but a really kind and charitable way
chapter_3	-PRON- stand look at -PRON- a moment
chapter_3	better sleep with a sober cannibal than a drunken christian landlord say -PRON- tell -PRON- to stash -PRON- tomahawk there or pipe or whatev -PRON- call -PRON- tell -PRON- to stop smoke in short and -PRON- will turn in with -PRON-
chapter_3	-PRON- be dangerous
chapter_3	besides -PRON- be not insure
chapter_3	this be tell to queequeg -PRON- at once comply and again politely motion -PRON- to get into bed roll over to one side as much as to say -PRON- will not touch a leg of ye
chapter_3	good night landlord say -PRON- -PRON- may go
chapter_3	
chapter_3	-PRON- turn in and never sleep better in -PRON- life
chapter_4	upon wake next morning about daylight -PRON- find queequeg 's arm throw over -PRON- in the most loving and affectionate manner
chapter_4	-PRON- sensation be strange
chapter_4	let -PRON- try to explain -PRON-
chapter_4	the circumstance be this
chapter_4	-PRON- have be cut up some caper or other -PRON- think -PRON- be try to crawl up the chimney as -PRON- have see a little sweep do a few day previous and -PRON- stepmother who somehow or other be all the time whip -PRON- or send -PRON- to bed supperless -PRON- mother drag -PRON- by the leg out of the chimney and pack -PRON- off to bed though -PRON- be only two o'clock in the afternoon of the 21st june the long day in the year in -PRON- hemisphere
chapter_4	but there be no help for -PRON- so up stair -PRON- go to -PRON- little room in the third floor undress -PRON- as slowly as possible so as to kill time and with a bitter sigh get between the sheet
chapter_4	-PRON- lay there dismally calculate that sixteen entire hour must elapse before -PRON- could hope for a resurrection
chapter_4	sixteen hour in bed
chapter_4	-PRON- feel bad and bad at last -PRON- get up dress and softly go down in -PRON- stockinged foot seek out -PRON- stepmother and suddenly throw -PRON- at -PRON- foot beseech -PRON- as a particular favour to give -PRON- a good slippering for -PRON- misbehaviour
chapter_4	anything indeed but condemn -PRON- to lie abed such an unendurable length of time
chapter_4	but -PRON- be the good and most conscientious of stepmother and back -PRON- have to go to -PRON- room
